earliest_priority,application_number,inpadoc_family_members,family_country,family_date,family_consolidated
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060072030A1 20060406,US,2006-04-06,US20060072030
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060076423A1 20060413,US,2006-04-13,US20060076423
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060077235A1 20060413,US,2006-04-13,US20060077235
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060077248A1 20060413,US,2006-04-13,US20060077248
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060092220A1 20060504,US,2006-05-04,US20060092220
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060092226A1 20060504,US,2006-05-04,US20060092226
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060092227A1 20060504,US,2006-05-04,US20060092227
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060092228A1 20060504,US,2006-05-04,US20060092228
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060092229A1 20060504,US,2006-05-04,US20060092229
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060098047A1 20060511,US,2006-05-11,US20060098047
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060109307A1 20060525,US,2006-05-25,US20060109307
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060109310A1 20060525,US,2006-05-25,US20060109310
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060109313A1 20060525,US,2006-05-25,US20060109313
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060114301A1 20060601,US,2006-06-01,US20060114301
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060119661A1 20060608,US,2006-06-08,US20060119661
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060119665A1 20060608,US,2006-06-08,US20060119665
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060125880A1 20060615,US,2006-06-15,US20060125880
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060146101A1 20060706,US,2006-07-06,US20060146101
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060152551A1 20060713,US,2006-07-13,US20060152551
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060158519A1 20060720,US,2006-07-20,US20060158519
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060214012A1 20060928,US,2006-09-28,US20060214012
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060214988A1 20060928,US,2006-09-28,US20060214988
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060214990A1 20060928,US,2006-09-28,US20060214990
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060214991A1 20060928,US,2006-09-28,US20060214991
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060214992A1 20060928,US,2006-09-28,US20060214992
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060216483A1 20060928,US,2006-09-28,US20060216483
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060219656A1 20061005,US,2006-10-05,US20060219656
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060227156A1 20061012,US,2006-10-12,US20060227156
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060227167A1 20061012,US,2006-10-12,US20060227167
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060227168A1 20061012,US,2006-10-12,US20060227168
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060227175A1 20061012,US,2006-10-12,US20060227175
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060227176A1 20061012,US,2006-10-12,US20060227176
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060227184A1 20061012,US,2006-10-12,US20060227184
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060231627A1 20061019,US,2006-10-19,US20060231627
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060232626A1 20061019,US,2006-10-19,US20060232626
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060232629A1 20061019,US,2006-10-19,US20060232629
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060232630A1 20061019,US,2006-10-19,US20060232630
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060232631A1 20061019,US,2006-10-19,US20060232631
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060232796A1 20061019,US,2006-10-19,US20060232796
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060238571A1 20061026,US,2006-10-26,US20060238571
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060244782A1 20061102,US,2006-11-02,US20060244782
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060244784A1 20061102,US,2006-11-02,US20060244784
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060249586A1 20061109,US,2006-11-09,US20060249586
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060250448A1 20061109,US,2006-11-09,US20060250448
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060250449A1 20061109,US,2006-11-09,US20060250449
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060256158A1 20061116,US,2006-11-16,US20060256158
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060256161A1 20061116,US,2006-11-16,US20060256161
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060256944A1 20061116,US,2006-11-16,US20060256944
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060268048A1 20061130,US,2006-11-30,US20060268048
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060268062A1 20061130,US,2006-11-30,US20060268062
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060268064A1 20061130,US,2006-11-30,US20060268064
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060268065A1 20061130,US,2006-11-30,US20060268065
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060273691A1 20061207,US,2006-12-07,US20060273691
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060274114A1 20061207,US,2006-12-07,US20060274114
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060274119A1 20061207,US,2006-12-07,US20060274119
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060274121A1 20061207,US,2006-12-07,US20060274121
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060284927A1 20061221,US,2006-12-21,US20060284927
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060290741A1 20061228,US,2006-12-28,US20060290741
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20060290784A1 20061228,US,2006-12-28,US20060290784
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070002097A1 20070104,US,2007-01-04,US20070002097
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070003275A1 20070104,US,2007-01-04,US20070003275
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070008373A1 20070111,US,2007-01-11,US20070008373
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070008374A1 20070111,US,2007-01-11,US20070008374
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070008386A1 20070111,US,2007-01-11,US20070008386
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070011023A1 20070111,US,2007-01-11,US20070011023
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070011876A1 20070118,US,2007-01-18,US20070011876
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070013742A1 20070118,US,2007-01-18,US20070013742
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070013743A1 20070118,US,2007-01-18,US20070013743
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070019034A1 20070125,US,2007-01-25,US20070019034
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070024670A1 20070201,US,2007-02-01,US20070024670
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070024685A1 20070201,US,2007-02-01,US20070024685
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070029278A1 20070208,US,2007-02-08,US20070029278
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070030310A1 20070208,US,2007-02-08,US20070030310
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070030314A1 20070208,US,2007-02-08,US20070030314
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070030315A1 20070208,US,2007-02-08,US20070030315
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070030321A1 20070208,US,2007-02-08,US20070030321
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070030325A1 20070208,US,2007-02-08,US20070030325
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070034597A1 20070215,US,2007-02-15,US20070034597
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070034598A1 20070215,US,2007-02-15,US20070034598
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070035566A1 20070215,US,2007-02-15,US20070035566
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070035582A1 20070215,US,2007-02-15,US20070035582
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070035583A1 20070215,US,2007-02-15,US20070035583
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070035585A1 20070215,US,2007-02-15,US20070035585
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070040856A1 20070222,US,2007-02-22,US20070040856
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070040867A1 20070222,US,2007-02-22,US20070040867
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070046754A1 20070301,US,2007-03-01,US20070046754
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070046759A1 20070301,US,2007-03-01,US20070046759
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070046955A1 20070301,US,2007-03-01,US20070046955
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070070124A1 20070329,US,2007-03-29,US20070070124
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070070133A1 20070329,US,2007-03-29,US20070070133
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070070161A1 20070329,US,2007-03-29,US20070070161
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070080135A1 20070412,US,2007-04-12,US20070080135
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070081031A1 20070412,US,2007-04-12,US20070081031
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070097194A1 20070503,US,2007-05-03,US20070097194
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070103510A1 20070510,US,2007-05-10,US20070103510
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070109345A1 20070517,US,2007-05-17,US20070109345
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070109360A1 20070517,US,2007-05-17,US20070109360
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070110967A1 20070517,US,2007-05-17,US20070110967
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070115316A1 20070524,US,2007-05-24,US20070115316
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070115328A1 20070524,US,2007-05-24,US20070115328
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070120891A9 20070531,US,2007-05-31,US20070120891
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070126880A1 20070607,US,2007-06-07,US20070126880
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070139471A1 20070621,US,2007-06-21,US20070139471
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070139472A1 20070621,US,2007-06-21,US20070139472
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070139474A1 20070621,US,2007-06-21,US20070139474
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070139697A1 20070621,US,2007-06-21,US20070139697
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070143623A1 20070621,US,2007-06-21,US20070143623
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070146432A1 20070628,US,2007-06-28,US20070146432
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070153058A1 20070705,US,2007-07-05,US20070153058
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070171255A1 20070726,US,2007-07-26,US20070171255
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070176967A1 20070802,US,2007-08-02,US20070176967
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070176968A1 20070802,US,2007-08-02,US20070176968
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070176971A1 20070802,US,2007-08-02,US20070176971
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070182784A1 20070809,US,2007-08-09,US20070182784
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070182785A1 20070809,US,2007-08-09,US20070182785
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070188554A1 20070816,US,2007-08-16,US20070188554
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070188556A1 20070816,US,2007-08-16,US20070188556
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070188557A1 20070816,US,2007-08-16,US20070188557
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070188570A1 20070816,US,2007-08-16,US20070188570
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070195129A1 20070823,US,2007-08-23,US20070195129
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070195175A1 20070823,US,2007-08-23,US20070195175
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070200890A1 20070830,US,2007-08-30,US20070200890
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070200891A1 20070830,US,2007-08-30,US20070200891
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070201845A1 20070830,US,2007-08-30,US20070201845
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070201846A1 20070830,US,2007-08-30,US20070201846
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070206052A1 20070906,US,2007-09-06,US20070206052
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070211093A1 20070913,US,2007-09-13,US20070211093
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070211102A1 20070913,US,2007-09-13,US20070211102
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070211112A1 20070913,US,2007-09-13,US20070211112
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070211113A1 20070913,US,2007-09-13,US20070211113
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070222807A1 20070927,US,2007-09-27,US20070222807
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070222819A1 20070927,US,2007-09-27,US20070222819
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070222821A1 20070927,US,2007-09-27,US20070222821
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070226498A1 20070927,US,2007-09-27,US20070226498
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070229598A1 20071004,US,2007-10-04,US20070229598
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070229601A1 20071004,US,2007-10-04,US20070229601
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070234068A1 20071004,US,2007-10-04,US20070234068
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070242103A1 20071018,US,2007-10-18,US20070242103
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070257965A1 20071108,US,2007-11-08,US20070257965
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070257966A1 20071108,US,2007-11-08,US20070257966
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070268327A9 20071122,US,2007-11-22,US20070268327
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070268332A1 20071122,US,2007-11-22,US20070268332
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070268343A1 20071122,US,2007-11-22,US20070268343
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070285452A1 20071213,US,2007-12-13,US20070285452
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070285483A1 20071213,US,2007-12-13,US20070285483
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070291070A9 20071220,US,2007-12-20,US20070291070
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070291091A9 20071220,US,2007-12-20,US20070291091
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070292185A1 20071220,US,2007-12-20,US20070292185
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070296765A9 20071227,US,2007-12-27,US20070296765
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20070296836A1 20071227,US,2007-12-27,US20070296836
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080012903A1 20080117,US,2008-01-17,US20080012903
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080012905A1 20080117,US,2008-01-17,US20080012905
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080012913A1 20080117,US,2008-01-17,US20080012913
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080012923A1 20080117,US,2008-01-17,US20080012923
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080013797A1 20080117,US,2008-01-17,US20080013797
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080016259A1 20080117,US,2008-01-17,US20080016259
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080018708A1 20080124,US,2008-01-24,US20080018708
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080018711A1 20080124,US,2008-01-24,US20080018711
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080019756A1 20080124,US,2008-01-24,US20080019756
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080022874A1 20080131,US,2008-01-31,US20080022874
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080024556A9 20080131,US,2008-01-31,US20080024556
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080024642A1 20080131,US,2008-01-31,US20080024642
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080030544A1 20080207,US,2008-02-07,US20080030544
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080030555A1 20080207,US,2008-02-07,US20080030555
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080036821A1 20080214,US,2008-02-14,US20080036821
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080043066A1 20080221,US,2008-02-21,US20080043066
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080049072A1 20080228,US,2008-02-28,US20080049072
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080062221A1 20080313,US,2008-03-13,US20080062221
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080062232A1 20080313,US,2008-03-13,US20080062232
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080068424A1 20080320,US,2008-03-20,US20080068424
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080068433A1 20080320,US,2008-03-20,US20080068433
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080074466A1 20080327,US,2008-03-27,US20080074466
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080075443A1 20080327,US,2008-03-27,US20080075443
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080079760A1 20080403,US,2008-04-03,US20080079760
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080085107A1 20080410,US,2008-04-10,US20080085107
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080087736A1 20080417,US,2008-04-17,US20080087736
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080088675A1 20080417,US,2008-04-17,US20080088675
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080094432A1 20080424,US,2008-04-24,US20080094432
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080094449A1 20080424,US,2008-04-24,US20080094449
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080106576A1 20080508,US,2008-05-08,US20080106576
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080111853A1 20080515,US,2008-05-15,US20080111853
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080111861A1 20080515,US,2008-05-15,US20080111861
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080111863A1 20080515,US,2008-05-15,US20080111863
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080111866A1 20080515,US,2008-05-15,US20080111866
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080111873A1 20080515,US,2008-05-15,US20080111873
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080117254A1 20080522,US,2008-05-22,US20080117254
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080117258A1 20080522,US,2008-05-22,US20080117258
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080117261A1 20080522,US,2008-05-22,US20080117261
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080117403A1 20080522,US,2008-05-22,US20080117403
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080122906A1 20080529,US,2008-05-29,US20080122906
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080129800A1 20080605,US,2008-06-05,US20080129800
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080129809A1 20080605,US,2008-06-05,US20080129809
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080143792A1 20080619,US,2008-06-19,US20080143792
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080143798A1 20080619,US,2008-06-19,US20080143798
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080151030A9 20080626,US,2008-06-26,US20080151030
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080152414A1 20080626,US,2008-06-26,US20080152414
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080158301A1 20080703,US,2008-07-03,US20080158301
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080158302A1 20080703,US,2008-07-03,US20080158302
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080158306A1 20080703,US,2008-07-03,US20080158306
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080165226A1 20080710,US,2008-07-10,US20080165226
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080165253A9 20080710,US,2008-07-10,US20080165253
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080165254A1 20080710,US,2008-07-10,US20080165254
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080174638A1 20080724,US,2008-07-24,US20080174638
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080192091A1 20080814,US,2008-08-14,US20080192091
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080192096A1 20080814,US,2008-08-14,US20080192096
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080204514A1 20080828,US,2008-08-28,US20080204514
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080204515A1 20080828,US,2008-08-28,US20080204515
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080204518A1 20080828,US,2008-08-28,US20080204518
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080204519A1 20080828,US,2008-08-28,US20080204519
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080204562A1 20080828,US,2008-08-28,US20080204562
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080211843A1 20080904,US,2008-09-04,US20080211843
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080211876A1 20080904,US,2008-09-04,US20080211876
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080211877A1 20080904,US,2008-09-04,US20080211877
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080211879A1 20080904,US,2008-09-04,US20080211879
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080239012A1 20081002,US,2008-10-02,US20080239012
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080246807A1 20081009,US,2008-10-09,US20080246807
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080246817A1 20081009,US,2008-10-09,US20080246817
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080246819A1 20081009,US,2008-10-09,US20080246819
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080246846A1 20081009,US,2008-10-09,US20080246846
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080252691A9 20081016,US,2008-10-16,US20080252691
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080252694A1 20081016,US,2008-10-16,US20080252694
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080252696A1 20081016,US,2008-10-16,US20080252696
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080252732A1 20081016,US,2008-10-16,US20080252732
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080252733A1 20081016,US,2008-10-16,US20080252733
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080252734A1 20081016,US,2008-10-16,US20080252734
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080252747A1 20081016,US,2008-10-16,US20080252747
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080252754A1 20081016,US,2008-10-16,US20080252754
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080259122A1 20081023,US,2008-10-23,US20080259122
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080266341A1 20081030,US,2008-10-30,US20080266341
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080266356A1 20081030,US,2008-10-30,US20080266356
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080266361A1 20081030,US,2008-10-30,US20080266361
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080273058A1 20081106,US,2008-11-06,US20080273058
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080273059A1 20081106,US,2008-11-06,US20080273059
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080278559A1 20081113,US,2008-11-13,US20080278559
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080303851A1 20081211,US,2008-12-11,US20080303851
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080303866A1 20081211,US,2008-12-11,US20080303866
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080303867A1 20081211,US,2008-12-11,US20080303867
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080303871A1 20081211,US,2008-12-11,US20080303871
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080303873A1 20081211,US,2008-12-11,US20080303873
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080303875A1 20081211,US,2008-12-11,US20080303875
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309693A1 20081218,US,2008-12-18,US20080309693
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309694A1 20081218,US,2008-12-18,US20080309694
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309695A1 20081218,US,2008-12-18,US20080309695
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309696A1 20081218,US,2008-12-18,US20080309696
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309697A1 20081218,US,2008-12-18,US20080309697
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309699A1 20081218,US,2008-12-18,US20080309699
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309712A1 20081218,US,2008-12-18,US20080309712
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309713A1 20081218,US,2008-12-18,US20080309713
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309714A1 20081218,US,2008-12-18,US20080309714
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309720A1 20081218,US,2008-12-18,US20080309720
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309721A1 20081218,US,2008-12-18,US20080309721
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309722A1 20081218,US,2008-12-18,US20080309722
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US20080309723A1 20081218,US,2008-12-18,US20080309723
